name,team_ID,WAR_bat,WAR_pit,WAR_total,year_ID
Pepper Martin,STL,5.7,,5.7,1933
Mel Ott,NYG,5.4,,5.4,1933
Billy Rogell,DET,5.3,,5.3,1933
Al Simmons,CHW,4.8,,4.8,1933
Ben Chapman,NYY,4.7,,4.7,1933
Alvin Crowder,WAS,0.1,4.5,4.6,1933
Luke Appling,CHW,4.5,,4.5,1933
Bill Dickey,NYY,4.5,,4.5,1933
Mel Harder,CLE,-0.1,4.5,4.5,1933
Bump Hadley,SLB,-0.4,4.8,4.4,1933
Buddy Myer,WAS,4.4,,4.4,1933
Red Ruffing,NYY,0.8,3.6,4.4,1933
Paul Waner,PIT,4.3,,4.3,1933
Spud Davis,PHI,4.3,,4.3,1933
Tony Lazzeri,NYY,4.2,,4.2,1933
Larry French,PIT,-0.2,4.5,4.2,1933
Babe Herman,CHC,4.1,,4.1,1933
Heinie Manush,WAS,4.1,,4.1,1933
Red Lucas,CIN,1.5,2.5,4.0,1933
Billy Jurges,CHC,4.0,,4.0,1933
Ed Brandt,BSN,1.0,2.9,3.9,1933
Freddie Lindstrom,PIT,3.9,,3.9,1933
Earl Averill,CLE,3.9,,3.9,1933
Ted Lyons,CHW,0.6,3.2,3.9,1933
Bob Johnson,PHA,3.9,,3.9,1933
Lefty Grove,PHA,-0.9,4.7,3.9,1933
Bill Terry,NYG,3.8,,3.8,1933
Paul Derringer,- - -,-0.2,4.0,3.8,1933
Joe Medwick,STL,3.8,,3.8,1933
Tommy Bridges,DET,0.3,3.5,3.7,1933
Fred Schulte,WAS,3.7,,3.7,1933
Joe Kuhel,WAS,3.7,,3.7,1933
Tex Carleton,STL,0.1,3.5,3.7,1933
Wes Ferrell,CLE,1.0,2.6,3.6,1933
Pinky Higgins,PHA,3.6,,3.6,1933
Max Bishop,PHA,3.5,,3.5,1933
Lloyd Brown,- - -,0.8,2.7,3.5,1933
Roy Johnson,BOS,3.5,,3.5,1933
Oral Hildebrand,CLE,-0.2,3.6,3.4,1933
Johnny Vergez,NYG,3.4,,3.4,1933
Gordon Rhodes,BOS,0.5,2.8,3.3,1933
Hughie Critz,NYG,3.3,,3.3,1933
Randy Moore,BSN,3.3,,3.3,1933
Goose Goslin,WAS,3.3,,3.3,1933
Earl Whitehill,WAS,-0.5,3.8,3.3,1933
Gabby Hartnett,CHC,3.3,,3.3,1933
Firpo Marberry,DET,-0.6,3.9,3.2,1933
Ripper Collins,STL,3.2,,3.2,1933
Bill Swift,PIT,0.3,2.8,3.1,1933
Bill Hallahan,STL,0.0,3.1,3.1,1933
Chick Hafey,CIN,3.1,,3.1,1933
Billy Herman,CHC,3.1,,3.1,1933
Evar Swanson,CHW,3.1,,3.1,1933
Riggs Stephenson,CHC,3.1,,3.1,1933
Van Mungo,BRO,-0.1,3.1,3.0,1933
Dusty Cooke,BOS,3.0,,3.0,1933
Roy Parmelee,NYG,0.4,2.6,3.0,1933
Danny Taylor,BRO,2.9,,2.9,1933
George Blaeholder,SLB,0.0,2.9,2.9,1933
Frankie Frisch,STL,2.9,,2.9,1933
Gus Suhr,PIT,2.9,,2.9,1933
Hank Greenberg,DET,2.8,,2.8,1933
Guy Bush,CHC,-0.2,3.0,2.8,1933
Clint Brown,CLE,-0.3,3.1,2.8,1933
Pie Traynor,PIT,2.8,,2.8,1933
Sam West,SLB,2.8,,2.8,1933
Rick Ferrell,- - -,2.7,,2.7,1933
Hal Schumacher,NYG,0.1,2.6,2.7,1933
Boom-Boom Beck,BRO,0.0,2.7,2.7,1933
Ed Wells,SLB,-0.1,2.8,2.7,1933
Schoolboy Rowe,DET,0.0,2.7,2.7,1933
Lefty O'Doul,- - -,2.7,,2.7,1933
Roy Mahaffey,PHA,0.0,2.6,2.6,1933
George Pipgras,- - -,-0.1,2.7,2.6,1933
Carl Fischer,DET,-0.4,2.9,2.5,1933
Lefty Gomez,NYY,-0.4,2.9,2.5,1933
Tony Piet,PIT,2.5,,2.5,1933
Earle Combs,NYY,2.4,,2.4,1933
Al Lopez,BRO,2.4,,2.4,1933
Wes Schulmerich,- - -,2.4,,2.4,1933
Buck Jordan,BSN,2.4,,2.4,1933
Johnny Allen,NYY,0.0,2.4,2.4,1933
Monte Pearson,CLE,0.1,2.2,2.3,1933
Woody English,CHC,2.3,,2.3,1933
Johnny Frederick,BRO,2.3,,2.3,1933
Pinky Whitney,- - -,2.2,,2.2,1933
Russ Van Atta,NYY,0.4,1.8,2.2,1933
Ray Benge,BRO,0.0,2.2,2.2,1933
Sam Leslie,- - -,2.1,,2.1,1933
John Stone,DET,2.1,,2.1,1933
Billy Urbanski,BSN,2.1,,2.1,1933
Marty McManus,BOS,2.1,,2.1,1933
Jumbo Elliott,PHI,0.0,2.0,2.1,1933
Monte Weaver,WAS,-0.4,2.4,2.0,1933
Snipe Hansen,PHI,-0.4,2.4,2.0,1933
Dixie Walker,NYY,2.0,,2.0,1933
Dazzy Vance,STL,-0.1,2.0,2.0,1933
Cy Moore,PHI,-0.6,2.5,2.0,1933
Kiki Cuyler,CHC,1.9,,1.9,1933
Bud Tinning,CHC,0.1,1.8,1.9,1933
Huck Betts,BSN,0.2,1.6,1.9,1933
Johnny Hodapp,BOS,1.9,,1.9,1933
Vic Sorrell,DET,-0.3,2.2,1.9,1933
Heinie Meine,PIT,-0.2,2.1,1.9,1933
Gus Mancuso,NYG,1.8,,1.8,1933
Ownie Carroll,BRO,-0.1,1.8,1.7,1933
Blondy Ryan,NYG,1.7,,1.7,1933
Fred Frankhouse,BSN,0.4,1.3,1.7,1933
Jackie Hayes,CHW,1.7,,1.7,1933
Jim Bottomley,CIN,1.7,,1.7,1933
Waite Hoyt,PIT,-0.2,1.8,1.7,1933
Lefty Stewart,WAS,-0.5,2.2,1.7,1933
Freddie Fitzsimmons,NYG,0.3,1.4,1.7,1933
Hack Wilson,BRO,1.7,,1.7,1933
Eppa Rixey,CIN,0.2,1.4,1.6,1933
Luke Sewell,WAS,1.6,,1.6,1933
Ski Melillo,SLB,1.6,,1.6,1933
Earl Grace,PIT,1.6,,1.6,1933
Mark Koenig,CHC,1.6,,1.6,1933
Milt Gaston,CHW,0.0,1.6,1.6,1933
Hal Smith,PIT,-0.2,1.8,1.6,1933
Joe Sewell,NYY,1.5,,1.5,1933
Ben Cantwell,BSN,-0.2,1.7,1.5,1933
Joe Heving,CHW,0.0,1.5,1.5,1933
George Watkins,STL,1.5,,1.5,1933
Carl Reynolds,SLB,1.5,,1.5,1933
Sad Sam Jones,CHW,0.0,1.5,1.5,1933
Sparky Adams,- - -,1.5,,1.5,1933
Joe Stripp,BRO,1.5,,1.5,1933
Frankie Crosetti,NYY,1.4,,1.4,1933
Pete Fox,DET,1.4,,1.4,1933
Ernie Orsatti,STL,1.4,,1.4,1933
Benny Frey,CIN,0.4,1.0,1.4,1933
Ed Durham,CHW,0.0,1.4,1.4,1933
Willis Hudlin,CLE,-0.1,1.5,1.4,1933
Odell Hale,CLE,1.4,,1.4,1933
Chick Fullis,PHI,1.4,,1.4,1933
Jo-Jo Moore,NYG,1.4,,1.4,1933
Hank Johnson,BOS,0.4,1.0,1.4,1933
Bruce Campbell,SLB,1.4,,1.4,1933
Charlie Root,CHC,-0.5,1.9,1.4,1933
Ernie Lombardi,CIN,1.4,,1.4,1933
Frankie Pytlak,CLE,1.3,,1.3,1933
Wally Hebert,SLB,0.5,0.9,1.3,1933
Jimmy Dykes,CHW,1.3,,1.3,1933
Ray Kolp,CIN,-0.1,1.4,1.3,1933
Larry Benton,CIN,-0.1,1.4,1.3,1933
Ed Holley,PHI,-0.3,1.5,1.3,1933
Willie Kamm,CLE,1.2,,1.2,1933
Harvey Hendrick,CHC,1.2,,1.2,1933
Kiddo Davis,NYG,1.2,,1.2,1933
Si Johnson,CIN,-0.9,2.1,1.2,1933
Rube Walberg,PHA,-0.3,1.5,1.2,1933
Rogers Hornsby,- - -,1.2,,1.2,1933
Mule Haas,CHW,1.2,,1.2,1933
Bob Smith,- - -,-0.2,1.3,1.1,1933
Pat Malone,CHC,-0.3,1.4,1.1,1933
Leon Chagnon,PIT,-0.2,1.3,1.1,1933
Frank Demaree,CHC,1.1,,1.1,1933
Stan Hack,CHC,1.1,,1.1,1933
Smead Jolley,BOS,1.0,,1.0,1933
Sam Gray,SLB,0.2,0.9,1.0,1933
Jack Russell,WAS,-0.1,1.1,1.0,1933
Tom Zachary,BSN,-0.2,1.2,1.0,1933
Ivy Andrews,BOS,0.0,1.0,1.0,1933
Jesse Haines,STL,-0.3,1.3,1.0,1933
Dick Bartell,PHI,1.0,,1.0,1933
Debs Garms,SLB,1.0,,1.0,1933
Chink Outen,BRO,0.9,,0.9,1933
Leo Durocher,- - -,0.9,,0.9,1933
Ossie Bluege,WAS,0.9,,0.9,1933
Rollie Stiles,SLB,-0.4,1.3,0.9,1933
Leo Mangum,BSN,-0.2,1.1,0.9,1933
Ralph Birkofer,PIT,0.2,0.7,0.9,1933
Tommy Thomas,WAS,0.2,0.7,0.9,1933
Bob Weiland,BOS,-0.5,1.4,0.8,1933
Johnny Welch,BOS,-0.2,1.0,0.8,1933
Don Brennan,NYY,0.2,0.6,0.8,1933
Jake Miller,CHW,-0.2,0.9,0.8,1933
Watty Clark,- - -,0.1,0.7,0.8,1933
Tony Cuccinello,BRO,0.8,,0.8,1933
Doc Cramer,PHA,0.7,,0.7,1933
George Uhle,- - -,0.4,0.3,0.7,1933
Dave Harris,WAS,0.7,,0.7,1933
Bobby Burke,WAS,0.0,0.7,0.7,1933
Dib Williams,PHA,0.7,,0.7,1933
George Earnshaw,PHA,-0.1,0.7,0.7,1933
Joe Vosmik,CLE,0.7,,0.7,1933
Jack Burns,SLB,0.7,,0.7,1933
Flint Rhem,PHI,-0.5,1.1,0.6,1933
Sloppy Thurston,BRO,-0.1,0.8,0.6,1933
Belve Bean,CLE,-0.1,0.7,0.6,1933
Lonny Frey,BRO,0.6,,0.6,1933
Don Hurst,PHI,0.6,,0.6,1933
Phil Collins,PHI,-0.3,1.0,0.6,1933
Johnny Marcum,PHA,0.0,0.6,0.6,1933
Bob Boken,WAS,0.6,,0.6,1933
Cliff Bolton,WAS,0.6,,0.6,1933
Harry McCurdy,PHI,0.6,,0.6,1933
Gene Moore,STL,0.6,,0.6,1933
Shanty Hogan,BSN,0.6,,0.6,1933
Merv Shea,- - -,0.6,,0.6,1933
Frank Pearce,PHI,-0.1,0.6,0.6,1933
Hi Bell,NYG,-0.1,0.6,0.5,1933
Jim Mooney,STL,-0.2,0.8,0.5,1933
Bucky Walters,BOS,0.5,,0.5,1933
Dale Alexander,BOS,0.5,,0.5,1933
Johnny Burnett,CLE,0.5,,0.5,1933
Dick Barrett,PHA,0.2,0.3,0.5,1933
Tommy Thevenow,PIT,0.5,,0.5,1933
Gee Walker,DET,0.5,,0.5,1933
Bill Walker,STL,-0.3,0.8,0.5,1933
Frank Ragland,PHI,0.0,0.5,0.5,1933
Buzz Boyle,BRO,0.5,,0.5,1933
Mel Almada,BOS,0.5,,0.5,1933
Woody Jensen,PIT,0.5,,0.5,1933
Sarge Connally,CLE,0.1,0.3,0.5,1933
Jake Flowers,BRO,0.5,,0.5,1933
Bill Lewis,STL,0.4,,0.4,1933
Jumbo Brown,NYY,-0.1,0.5,0.4,1933
Steve Swetonic,PIT,0.1,0.3,0.4,1933
Arndt Jorgens,NYY,0.4,,0.4,1933
Harry Rice,CIN,0.4,,0.4,1933
Herb Pennock,NYY,0.0,0.4,0.4,1933
Allyn Stout,- - -,0.0,0.4,0.4,1933
Gilly Campbell,CHC,0.4,,0.4,1933
Joe Shaute,BRO,0.1,0.2,0.4,1933
Muddy Ruel,SLB,0.4,,0.4,1933
Al Spohrer,BSN,0.3,,0.3,1933
Reggie Grabowski,PHI,-0.1,0.4,0.3,1933
Socks Seibold,BSN,0.0,0.3,0.3,1933
Hal Lee,- - -,0.3,,0.3,1933
Charlie Grimm,CHC,0.3,,0.3,1933
George Grantham,CIN,0.3,,0.3,1933
Ray Prim,WAS,-0.1,0.4,0.3,1933
Bernie Friberg,BOS,0.3,,0.3,1933
Milt Bocek,CHW,0.3,,0.3,1933
Alex McColl,WAS,0.1,0.2,0.3,1933
Bill Harris,PIT,-0.1,0.4,0.3,1933
Red Faber,CHW,-0.3,0.6,0.3,1933
Jimmie Wilson,STL,0.3,,0.3,1933
Lynn Nelson,CHC,0.2,0.1,0.3,1933
Ed Coleman,PHA,0.3,,0.3,1933
Jim Mosolf,CHC,0.3,,0.3,1933
Lyn Lary,NYY,0.3,,0.3,1933
Curt Fullerton,BOS,0.1,0.2,0.3,1933
Travis Jackson,NYG,0.2,,0.2,1933
Jo-Jo White,DET,0.2,,0.2,1933
Thornton Lee,CLE,0.1,0.1,0.2,1933
Dutch Leonard,BRO,-0.2,0.4,0.2,1933
Billy Werber,- - -,0.2,,0.2,1933
Val Picinich,- - -,0.2,,0.2,1933
Wilcy Moore,NYY,-0.1,0.3,0.2,1933
Dolph Camilli,CHC,0.2,,0.2,1933
George Stumpf,BOS,0.2,,0.2,1933
Cecil Travis,WAS,0.2,,0.2,1933
Clarence Pickrel,PHI,0.0,0.2,0.2,1933
Charlie English,CHW,0.2,,0.2,1933
Hal Trosky Sr.,CLE,0.2,,0.2,1933
Glenn Myatt,CLE,0.2,,0.2,1933
Frank Reiber,DET,0.2,,0.2,1933
Earl Clark,BSN,0.2,,0.2,1933
Tim McKeithan,PHA,0.0,0.1,0.2,1933
Jim Peterson,PHA,-0.1,0.2,0.1,1933
Elden Auker,DET,-0.2,0.3,0.1,1933
Ed Linke,WAS,0.0,0.1,0.1,1933
Adam Comorosky,PIT,0.1,,0.1,1933
Ed Fallenstein,BSN,0.1,0.0,0.1,1933
Earl Webb,- - -,0.1,,0.1,1933
Taylor Douthit,- - -,0.1,,0.1,1933
Tony Rensa,NYY,0.1,,0.1,1933
Jimmy Jordan,BRO,0.1,,0.1,1933
Les Tietje,CHW,0.0,0.1,0.1,1933
Johnny Pasek,DET,0.1,,0.1,1933
Doc Farrell,NYY,0.1,,0.1,1933
Marv Owen,DET,0.1,,0.1,1933
Bob Fothergill,BOS,0.1,,0.1,1933
Tony Robello,CIN,0.1,,0.1,1933
Bill McAfee,WAS,0.1,0.0,0.1,1933
Pat Crawford,STL,0.1,,0.1,1933
Bernie James,NYG,0.1,,0.1,1933
Dutch Holland,BSN,0.1,,0.1,1933
Fred Brickell,PHI,0.1,,0.1,1933
Pep Young,PIT,0.1,,0.1,1933
Luke Hamlin,DET,0.2,-0.1,0.1,1933
Frank Grube,CHW,0.1,,0.1,1933
Mike Powers,CLE,0.1,,0.1,1933
Syl Johnson,STL,0.0,0.0,0.1,1933
Al Wright,BSN,0.1,,0.1,1933
Andy High,CIN,0.1,,0.1,1933
Dick Gyselman,BSN,0.1,,0.1,1933
Johnny Moore,CIN,0.1,,0.1,1933
Burgess Whitehead,STL,0.0,,0.0,1933
Estel Crabtree,STL,0.0,,0.0,1933
Jack Knott,SLB,0.1,-0.1,0.0,1933
Bill Shores,NYG,0.1,-0.1,0.0,1933
Billy Rhiel,DET,0.0,,0.0,1933
Ray Pepper,STL,0.0,,0.0,1933
Jack Quinn,CIN,0.0,0.0,0.0,1933
Lew Fonseca,CHW,0.0,,0.0,1933
Jim Lindsey,STL,0.0,0.0,0.0,1933
Beryl Richmond,CHC,0.0,0.0,0.0,1933
Eddie Hunter,CIN,0.0,,0.0,1933
Bob O'Farrell,STL,0.0,,0.0,1933
Joe Sprinz,STL,0.0,,0.0,1933
Dolf Luque,NYG,0.1,-0.1,0.0,1933
Babe Phelps,CHC,0.0,,0.0,1933
Garland Braxton,SLB,0.0,0.0,0.0,1933
Harry Danning,NYG,0.0,,0.0,1933
Mike Meola,BOS,0.0,0.0,0.0,1933
Art Herring,DET,-0.1,0.1,0.0,1933
Hal Rhyne,CHW,0.0,,0.0,1933
Pete Appleton,NYY,0.0,0.0,0.0,1933
Lou Legett,BOS,0.0,,0.0,1933
Dick Porter,CLE,0.0,,0.0,1933
Eric McNair,PHA,0.0,,0.0,1933
Charlie Wilson,STL,0.0,,0.0,1933
Bob Brown,BSN,0.0,0.0,0.0,1933
Nick Altrock,WAS,0.0,,0.0,1933
Carroll Yerkes,CHC,0.0,0.0,0.0,1933
Hod Ford,BSN,0.0,,0.0,1933
John Campbell,WAS,0.0,0.0,0.0,1933
Marv Olson,BOS,0.0,,0.0,1933
Red Nonnenkamp,PIT,0.0,,0.0,1933
Joe Hutcheson,BRO,0.0,,0.0,1933
Mem Lovett,CHW,0.0,,0.0,1933
Hugh Willingham,PHI,0.0,,0.0,1933
Lu Blue,BRO,0.0,,0.0,1933
Burleigh Grimes,- - -,0.0,0.0,0.0,1933
Rosy Ryan,BRO,0.0,-0.1,0.0,1933
Clise Dudley,PIT,0.0,0.0,0.0,1933
George Murray,CHW,0.0,0.0,0.0,1933
Emil Roy,PHA,0.0,0.0,0.0,1933
Liz Funk,CHW,0.0,,0.0,1933
Bing Miller,PHA,0.0,,0.0,1933
Bill Brubaker,PIT,0.0,,0.0,1933
Charlie Butler,PHI,0.0,0.0,0.0,1933
Ira Hutchinson,CHW,0.0,-0.1,0.0,1933
Joe Zapustas,PHA,-0.1,,-0.1,1933
Ad Liska,PHI,-0.3,0.2,-0.1,1933
Roy Henshaw,CHC,0.0,-0.1,-0.1,1933
Ed Morgan,CLE,-0.1,,-0.1,1933
Whit Wyatt,- - -,0.0,-0.1,-0.1,1933
Glenn Wright,BRO,-0.1,,-0.1,1933
Hank Leiber,NYG,-0.1,,-0.1,1933
Chuck Dressen,NYG,-0.1,,-0.1,1933
Gowell Claset,PHA,0.2,-0.2,-0.1,1933
Frank Doljack,DET,-0.1,,-0.1,1933
Bill Cissell,CLE,-0.1,,-0.1,1933
Max Rosenfeld,BRO,-0.1,,-0.1,1933
Hank Winston,PHA,-0.1,0.0,-0.1,1933
Jack Berly,PHI,0.1,-0.2,-0.1,1933
Frankie Hayes,PHA,-0.1,,-0.1,1933
Ray Lucas,BRO,0.0,-0.1,-0.1,1933
Alta Cohen,PHI,-0.1,,-0.1,1933
Joe Judge,- - -,-0.1,,-0.1,1933
Phil Weintraub,NYG,-0.1,,-0.1,1933
Fred Heimach,BRO,0.0,-0.1,-0.1,1933
Charlie Devens,NYY,-0.1,0.0,-0.1,1933
Moe Berg,WAS,-0.1,,-0.1,1933
Hank McDonald,- - -,-0.1,0.0,-0.1,1933
Jud McLaughlin,BOS,0.0,-0.1,-0.1,1933
Bots Nekola,DET,0.0,-0.1,-0.1,1933
Bert Delmas,BRO,-0.1,,-0.1,1933
Ed Chapman,WAS,-0.1,-0.1,-0.1,1933
Charlie Berry,CHW,-0.2,,-0.2,1933
Lloyd Waner,PIT,-0.2,,-0.2,1933
Bud Thomas,WAS,0.0,-0.2,-0.2,1933
Freddie Muller,BOS,-0.2,,-0.2,1933
Chief Hogsett,DET,0.0,-0.1,-0.2,1933
Rabbit Warstler,BOS,-0.2,,-0.2,1933
Tom Winsett,BOS,-0.2,,-0.2,1933
Tony Freitas,PHA,-0.1,-0.1,-0.2,1933
Eddie Delker,PHI,-0.2,,-0.2,1933
Zack Taylor,CHC,-0.2,,-0.2,1933
John Jackson,PHI,-0.1,-0.1,-0.2,1933
Ray Hayworth,DET,-0.2,,-0.2,1933
John Kerr,WAS,-0.2,,-0.2,1933
Ed Madjeski,PHA,-0.2,,-0.2,1933
Howard Craghead,CLE,-0.1,-0.2,-0.2,1933
Bill Dietrich,PHA,0.1,-0.3,-0.2,1933
Bob Kline,BOS,-0.1,-0.1,-0.2,1933
Heinie Schuble,DET,-0.2,,-0.2,1933
Hal Finney,PIT,-0.2,,-0.2,1933
Joe Malay,NYG,-0.2,,-0.2,1933
Joe Glenn,NYY,-0.3,,-0.3,1933
Lou Finney,PHA,-0.3,,-0.3,1933
John Stoneham,CHW,-0.3,,-0.3,1933
Dick Coffman,SLB,-0.3,0.1,-0.3,1933
Gene Desautels,DET,-0.3,,-0.3,1933
Paul Gregory,CHW,-0.2,-0.1,-0.3,1933
Jack Crouch,- - -,-0.3,,-0.3,1933
Johnny Gooch,BOS,-0.3,,-0.3,1933
Joe Mowry,BSN,-0.3,,-0.3,1933
Del Bissonette,BRO,-0.3,,-0.3,1933
Pinky Hargrave,BSN,-0.3,,-0.3,1933
Johnny Oulliber,CLE,-0.3,,-0.3,1933
Red Worthington,BSN,-0.4,,-0.4,1933
Ray Kremer,PIT,-0.1,-0.3,-0.4,1933
Johnny Watwood,BOS,-0.4,,-0.4,1933
Victor Frazier,- - -,-0.1,-0.3,-0.4,1933
Roxie Lawson,DET,-0.1,-0.3,-0.4,1933
Paul Richards,NYG,-0.4,,-0.4,1933
Hal Haid,CHW,0.0,-0.4,-0.4,1933
Milt Galatzer,CLE,-0.4,,-0.4,1933
Bobby Coombs,PHA,0.1,-0.5,-0.4,1933
Tom Padden,PIT,-0.4,,-0.4,1933
Ethan Allen,STL,-0.4,,-0.4,1933
Chad Kimsey,CHW,-0.2,-0.2,-0.4,1933
Clyde Manion,CIN,-0.5,,-0.5,1933
Homer Peel,NYG,-0.5,,-0.5,1933
Mickey Haslin,PHI,-0.5,,-0.5,1933
Ted Gullic,SLB,-0.5,,-0.5,1933
Gordon Slade,STL,-0.5,,-0.5,1933
Sam Rice,WAS,-0.5,,-0.5,1933
Ray Starr,- - -,0.0,-0.4,-0.5,1933
Glenn Spencer,NYG,0.0,-0.4,-0.5,1933
Neal Finn,PHI,-0.5,,-0.5,1933
Jack Salveson,NYG,-0.1,-0.4,-0.5,1933
Leroy Herrmann,CHC,0.0,-0.5,-0.5,1933
Clyde Sukeforth,BRO,-0.5,,-0.5,1933
Otto Bluege,CIN,-0.6,,-0.6,1933
Sammy Byrd,NYY,-0.6,,-0.6,1933
Sugar Cain,PHA,-0.1,-0.5,-0.6,1933
Harley Boss,CLE,-0.6,,-0.6,1933
Tommy Thompson,BSN,-0.6,,-0.6,1933
Rollie Hemsley,- - -,-0.6,,-0.6,1933
Wally Roettger,CIN,-0.6,,-0.6,1933
Bill Knickerbocker,CLE,-0.6,,-0.6,1933
Red Kress,CHW,-0.7,,-0.7,1933
Danny MacFayden,NYY,-0.5,-0.2,-0.7,1933
Tom Oliver,BOS,-0.8,,-0.8,1933
Lin Storti,SLB,-0.8,,-0.8,1933
Gus Dugas,PHI,-0.8,,-0.8,1933
Al Todd,PHI,-0.8,,-0.8,1933
Bob Seeds,BOS,-0.8,,-0.8,1933
Roy Spencer,CLE,-0.8,,-0.8,1933
Harry Davis,DET,-0.9,,-0.9,1933
Fritz Knothe,- - -,-0.9,,-0.9,1933
Ed Cihocki,PHA,-1.0,,-1.0,1933
Rabbit Maranville,BSN,-1.0,,-1.0,1933
Billy Sullivan,CHW,-1.0,,-1.0,1933
Jack Warner,PHI,-1.2,,-1.2,1933
Jo-Jo Morrissey,CIN,-1.3,,-1.3,1933
Jim McLeod,PHI,-1.7,,-1.7,1933
Art Scharein,SLB,-2.4,,-2.4,1933
Jim Levey,SLB,-4.0,,-4.0,1933
Greg Mulleavy,BOS,0.0,,0.0,1933
William Hutchinson,CHI,0.0,10.2,10.2,1890
Scott Stratton,LOU,1.2,8.1,9.3,1890
Sadie McMahon,- - -,0.1,8.2,8.4,1890
Kid Nichols,BSN,-0.3,8.4,8.1,1890
Jack Stivetts,STL,1.2,6.6,7.8,1890
Toad Ramsey,STL,0.2,7.5,7.6,1890
Roger Connor,NYK,7.6,,7.6,1890
Amos Rusie,NYG,0.3,7.2,7.6,1890
Adonis Terry,BRO,2.2,5.2,7.4,1890
Kid Gleason,PHI,-0.9,8.3,7.3,1890
Egyptian Healy,TOL,1.1,6.1,7.2,1890
Pretzels Getzien,BSN,0.2,6.9,7.2,1890
Silver King,CPI,-1.1,8.0,7.0,1890
Mark Baldwin,CPI,0.4,6.5,6.9,1890
Harry Staley,PBU,-0.5,7.2,6.8,1890
Jack Glasscock,NYG,6.7,,6.7,1890
Billy Rhines,CIN,-0.2,6.7,6.5,1890
Cupid Childs,SYR,6.5,,6.5,1890
Ben Sanders,PHQ,0.5,5.9,6.4,1890
Hub Collins,BRO,6.4,,6.4,1890
Jimmy Wolf,LOU,6.1,,6.1,1890
Pete Browning,CLI,6.1,,6.1,1890
Perry Werden,TOL,6.0,,6.0,1890
Hugh Duffy,CPI,5.9,,5.9,1890
Tommy McCarthy,STL,5.9,,5.9,1890
Ed Swartwood,TOL,5.8,0.0,5.8,1890
George Pinkney,BRO,5.6,,5.6,1890
Gus Weyhing,BKW,-0.3,5.7,5.5,1890
Bid McPhee,CIN,5.3,,5.3,1890
Jimmy Cooney,CHI,5.2,,5.2,1890
Red Ehret,LOU,-0.1,5.3,5.2,1890
Cap Anson,CHI,5.1,,5.1,1890
John Ewing,NYK,0.0,5.1,5.1,1890
Harry Stovey,BSR,5.1,,5.1,1890
Denny Lyons,PHA,5.0,,5.0,1890
Charlie Reilly,COL,4.9,,4.9,1890
Billy Hamilton,PHI,4.9,,4.9,1890
Pat Luby,CHI,1.0,3.9,4.8,1890
Dave Foutz,BRO,4.5,0.3,4.8,1890
George Van Haltren,BKW,2.6,2.2,4.8,1890
Harry Taylor,LOU,4.8,,4.8,1890
Jim McTamany,COL,4.7,,4.7,1890
Jimmy Knowles,RCH,4.7,,4.7,1890
Spud Johnson,COL,4.7,,4.7,1890
John Clarkson,BSN,-0.2,4.8,4.7,1890
Ed McKean,CLE,4.6,,4.6,1890
Hardy Richardson,BSR,4.6,,4.6,1890
Phil Tomney,LOU,4.5,,4.5,1890
Old Hoss Radbourn,BSR,-0.4,4.9,4.5,1890
Jake Beckley,PBU,4.5,,4.5,1890
Mike Tiernan,NYG,4.5,,4.5,1890
Tom Vickery,PHI,0.1,4.3,4.4,1890
Ollie Beard,CIN,4.4,,4.4,1890
Dan Brouthers,BSR,4.4,,4.4,1890
Jack O'Connor,COL,4.3,,4.3,1890
Buck Ewing,NYK,4.2,0.1,4.3,1890
Walt Wilmot,CHI,4.2,,4.2,1890
Jim O'Rourke,NYK,4.2,,4.2,1890
Ed Beatin,CLE,-0.5,4.6,4.1,1890
Hank Gastright,COL,0.4,3.7,4.1,1890
Jimmy Ryan,CPI,4.0,,4.0,1890
Jesse Duryea,CIN,0.0,3.9,3.9,1890
Jack Clements,PHI,3.8,,3.8,1890
Bob Allen,PHI,3.8,,3.8,1890
John Ward,BKW,3.7,,3.7,1890
Tommy Tucker,BSN,3.7,,3.7,1890
Tim Keefe,NYK,-0.3,3.9,3.6,1890
Billy Shindle,PHQ,3.6,,3.6,1890
Hank O'Day,NYK,0.1,3.5,3.6,1890
Ed Daily,- - -,0.4,3.2,3.5,1890
Ted Scheffler,RCH,3.5,,3.5,1890
John Reilly,CIN,3.5,,3.5,1890
Henry Larkin,CLI,3.5,,3.5,1890
Tom Burns,CHI,3.4,,3.4,1890
Fred Carroll,PBU,3.4,,3.4,1890
Lou Bierbauer,BKW,3.4,,3.4,1890
Bob Caruthers,BRO,1.1,2.3,3.4,1890
Charlie Buffinton,PHQ,0.0,3.3,3.3,1890
Bob Barr,RCH,0.1,3.3,3.3,1890
Tony Mullane,CIN,1.5,1.8,3.3,1890
King Kelly,BSR,3.3,0.0,3.3,1890
Jack Crooks,COL,3.3,,3.3,1890
Paul Radford,CLI,3.3,0.0,3.3,1890
Ed Crane,NYK,0.5,2.7,3.2,1890
John Sneed,- - -,3.2,,3.2,1890
Darby O'Brien,BRO,3.2,,3.2,1890
Phenomenal Smith,- - -,0.5,2.7,3.2,1890
George Gore,NYK,3.2,,3.2,1890
Al Myers,PHI,3.2,,3.2,1890
Ed Cushman,TOL,-0.7,3.9,3.2,1890
Billy Nash,BSR,3.1,0.0,3.1,1890
Mike Griffin,PHQ,3.1,,3.1,1890
